City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,san bartolo,19.1833,-100.05,17.08,25,29,2.11,MX,1715485042
362,portland,45.5234,-122.6762,27.99,43,20,3.6,US,1715484836
363,'ain deheb,34.8422,1.547,18.83,46,89,2.83,DZ,1715485042
364,tekkali,18.6167,84.2333,33.13,61,4,4.62,IN,1715484852
365,malanville,11.8685,3.3899,28.43,64,100,6.68,BJ,1715485042
366,peniche,39.3558,-9.3811,15.72,86,85,8.37,PT,1715485043
367,lycksele,64.5954,18.6735,5.93,87,75,1.03,SE,1715485043
368,hami,42.8,93.45,33.08,6,2,4.49,CN,1715485043
369,obudu,6.6674,9.1716,24.51,96,100,1.94,NG,1715484934
370,shingu,33.7333,135.9833,19.8,83,100,3.02,JP,1715485043
371,olinda,-8.0089,-34.8553,25.85,94,40,1.54,BR,1715485043
372,garachico,28.7781,-17.7646,18.06,64,40,6.69,ES,1715485044
373,ayr,55.4627,-4.6339,16.29,82,100,4.63,GB,1715485044
374,kargasok,59.0556,80.8572,9.42,50,30,4.02,RU,1715484940
375,urangan,-25.3,152.9,22.75,67,27,1.84,AU,1715485044
376,nuuk,64.1835,-51.7216,-0.66,86,100,6.71,GL,1715485044
377,ziro,27.6333,93.8333,17.41,63,93,0.75,IN,1715484829
378,banatski karlovac,45.0472,21.0161,14.78,78,100,2.28,RS,1715485044
379,namibe,-15.1961,12.1522,22.28,77,0,2.36,AO,1715485045
380,bejaia,36.7559,5.0843,13.6,62,0,3.09,DZ,1715485045
381,kirensk,57.7853,108.1119,14.98,59,100,3.58,RU,1715484875
382,cabedelo,-6.9811,-34.8339,25.37,80,26,2.67,BR,1715485045
383,gurupi,-11.7292,-49.0686,21.98,49,0,1.15,BR,1715485045
384,kivioli,59.3531,26.9711,4.92,71,12,0.28,EE,1715485045
385,astrakhan,46.3497,48.0408,14.93,77,0,3.0,RU,1715485046
386,inirida,3.8653,-67.9239,24.49,90,99,1.08,CO,1715485046
387,arkhangel'sk,64.5401,40.5433,-0.94,80,100,3.0,RU,1715485046
388,mirnyy,62.5353,113.9611,-0.43,74,100,3.58,RU,1715484899
389,belmonte,-15.8631,-38.8828,24.39,84,4,1.19,BR,1715485047
390,wladyslawowo,54.7909,18.4009,5.86,71,5,1.55,PL,1715485047
391,kailua-kona,19.6406,-155.9956,27.98,79,40,4.63,US,1715485048
392,essaouira,31.5125,-9.77,18.72,72,65,4.12,MA,1715485048
393,la gi,10.6667,107.7833,33.07,58,55,6.37,VN,1715484909
394,red deer,52.2668,-113.802,14.27,41,100,5.14,CA,1715485048
395,kill devil hills,36.0307,-75.676,13.88,76,40,2.06,US,1715485048
396,show low,34.2542,-110.0298,9.16,53,0,2.06,US,1715485048
397,mejit,10.2753,170.8646,27.63,81,86,7.26,MH,1715485049
398,taro,-8.3862,115.28,26.03,57,66,1.55,ID,1715485049
399,mokshan,53.4365,44.6132,6.46,83,48,5.42,RU,1715485049
400,chadron,42.8294,-102.9999,14.98,62,0,0.0,US,1715485049
401,mili,6.0815,171.735,26.69,82,100,10.29,MH,1715485049
402,nikolayevsk-on-amure,53.1406,140.73,4.56,65,100,5.36,RU,1715485049
403,cabugao,17.7931,120.4578,32.16,56,18,4.56,PH,1715485050
404,es castell,39.8795,4.2854,15.38,94,0,2.06,ES,1715485050
405,chifeng,42.2683,118.9636,19.08,17,0,9.47,CN,1715485050
406,banda aceh,5.5577,95.3222,28.27,79,96,1.79,ID,1715484600
407,seryshevo,51.0933,128.3786,11.71,45,100,7.7,RU,1715485050
408,okhotsk,59.3833,143.3,1.58,86,100,2.88,RU,1715485051
409,vadso,70.0744,29.7487,1.09,86,20,3.09,NO,1715485051
410,fuding,27.3273,120.214,23.84,92,100,0.98,CN,1715485051
411,pacific grove,36.6177,-121.9166,15.91,88,75,2.57,US,1715485051
412,valderice,38.0401,12.6151,16.83,88,0,0.51,IT,1715485051
413,anzio,41.4853,12.6179,17.47,70,5,1.39,IT,1715485051
414,inhambane,-23.865,35.3833,22.49,84,64,1.72,MZ,1715484933
415,aasiaat,68.7098,-52.8699,-2.77,97,100,5.7,GL,1715485052
416,frontera,26.9333,-101.45,23.27,77,68,0.89,MX,1715485052
417,ambalangoda,6.2355,80.0538,29.21,75,97,4.39,LK,1715485052
418,encruzilhada do sul,-30.5439,-52.5219,15.45,99,100,3.84,BR,1715485052
419,zouerate,22.7187,-12.4521,23.53,39,3,5.28,MR,1715485052
420,kertih,4.5141,103.4483,32.01,70,40,0.0,MY,1715484908
421,vorkuta,67.5,64.0,-8.83,99,95,2.24,RU,1715485053
422,prince george,53.9166,-122.753,17.69,50,75,2.06,CA,1715485053
423,palikir - national government center,6.9248,158.1611,28.47,89,100,3.09,FM,1715485054
424,nuku'alofa,-21.1333,-175.2,25.19,65,40,5.66,TO,1715484825
425,turan,16.0678,108.2208,32.99,66,20,2.06,VN,1715484962
426,al jawf,29.5,38.75,21.62,39,0,5.22,SA,1715485054
427,pimentel,-6.8367,-79.9342,19.16,82,20,8.75,PE,1715485054
428,sparti,37.0733,22.4297,12.19,66,29,1.67,GR,1715485054
429,abnub,27.2696,31.1511,21.12,49,0,4.26,EG,1715485054
430,potsdam,52.3989,13.0657,10.01,92,18,2.81,DE,1715485055
431,nahiyat ash shinafiyah,31.5874,44.6602,31.09,19,26,5.41,IQ,1715485055
432,gaalkacyo,6.7697,47.4308,27.61,77,26,3.49,SO,1715484869
433,bandon,51.7469,-8.7425,13.77,96,100,1.54,IE,1715485055
434,nogliki,51.8333,143.1667,0.75,98,100,8.05,RU,1715485055
435,findlay,41.0442,-83.6499,11.36,74,0,2.57,US,1715485055
436,zhezqazghan,47.7833,67.7667,15.32,41,0,6.0,KZ,1715485030
437,atambua,-9.1061,124.8925,29.12,56,3,1.62,ID,1715484807
438,nova xavantina,-14.6667,-52.35,21.04,69,0,0.7,BR,1715485056
439,polyarnyy,69.1989,33.4478,0.52,83,97,1.06,RU,1715485024
440,douentza,14.9951,-2.9517,32.43,13,15,1.9,ML,1715485056
441,bandarbeyla,9.4942,50.8122,28.96,69,45,3.57,SO,1715485056
442,al majaridah,19.1236,41.9111,33.06,42,21,0.51,SA,1715485056
443,amqui,48.4638,-67.4313,2.44,81,28,1.89,CA,1715485057
444,gloversville,43.0528,-74.3438,11.19,73,100,1.75,US,1715485057
445,oberammergau,47.5981,11.0669,8.77,90,13,1.84,DE,1715485057
446,nueva gerona,21.8833,-82.8,27.25,76,6,1.08,CU,1715485057
447,katsuura,35.1333,140.3,21.29,74,99,9.56,JP,1715484803
448,lompoc,34.6391,-120.4579,15.51,89,100,3.6,US,1715484776
449,tafuna,-14.3358,-170.72,28.26,78,90,10.03,AS,1715485058
450,ixtapa,20.7,-105.2,24.57,78,0,1.54,MX,1715485058
451,eastham,41.8301,-69.9739,6.44,90,73,2.63,US,1715485058
452,saipan,15.1355,145.701,33.39,58,40,8.23,MP,1715485058
453,isangel,-19.55,169.2667,26.06,78,75,4.12,VU,1715485058
454,luanda,-8.8368,13.2343,28.0,83,75,2.06,AO,1715485022
455,gonda city,27.1333,81.9333,35.78,32,3,4.2,IN,1715484788
456,rampur,28.8167,79.0333,29.28,27,61,2.82,IN,1715484875
457,rio preto da eva,-2.6994,-59.6997,24.0,98,97,0.22,BR,1715485059
458,bamboo flat,11.7,92.7167,32.05,74,40,5.14,IN,1715484844
459,port augusta,-32.5,137.7667,20.23,49,0,4.58,AU,1715485059
460,villa gesell,-37.2639,-56.973,10.59,67,14,5.86,AR,1715485060
461,san antonio oeste,-40.7319,-64.9477,8.35,75,98,0.3,AR,1715485036
462,le trait,49.4689,0.8163,16.42,93,100,2.06,FR,1715485060
463,terrasson-lavilledieu,45.1301,1.3014,15.19,91,99,0.94,FR,1715485060
464,christchurch,-43.5333,172.6333,15.11,60,0,1.03,NZ,1715485014
465,pembroke,45.8168,-77.1162,9.54,90,100,1.83,CA,1715485060
466,mukalla,14.5425,49.1242,29.73,65,11,1.68,YE,1715485060
467,grand baie,-20.0182,57.5802,25.25,85,33,1.34,MU,1715485061
468,gaspe,48.8334,-64.4819,4.95,93,0,2.06,CA,1715485061
469,la passe,45.5549,-0.8967,17.13,93,100,4.82,FR,1715484587
470,znamenskoye,57.1281,73.8282,13.55,39,31,5.99,RU,1715485061
471,harper,4.375,-7.7169,27.11,87,100,2.81,LR,1715485062
472,bathsheba,13.2167,-59.5167,28.34,78,40,8.75,BB,1715485062
473,recani,31.2846,-4.2688,21.69,24,91,1.06,MA,1715485062
474,starominskaya,46.53,39.0497,12.6,73,100,5.56,RU,1715485062
475,benjamin constant,-4.3831,-70.0311,25.07,84,57,0.61,BR,1715485062
476,praia,14.9215,-23.5087,23.3,78,20,3.6,CV,1715484631
477,aksu,41.1231,80.2644,27.07,12,99,0.62,CN,1715485063
478,fada,9.5667,8.3,22.21,92,100,0.54,NG,1715485063
479,totness,5.8833,-56.3167,25.23,91,100,4.24,SR,1715485040
480,dul'durga,50.6761,113.5931,20.85,22,52,2.43,RU,1715485063
481,nagqu,31.5,92.0,5.37,13,14,4.54,CN,1715484635
482,selkirk,50.1436,-96.8845,19.04,54,100,5.36,CA,1715485064
483,seminole,28.7086,-81.2081,24.15,87,0,0.0,US,1715485064
484,cacoal,-11.4386,-61.4472,23.24,84,100,1.39,BR,1715485064
485,oranjemund,-28.55,16.4333,12.18,82,0,3.58,NA,1715485064
486,meadow lakes,61.6247,-149.6011,9.19,57,75,4.63,US,1715485064
487,sinabang,2.4803,96.3801,26.21,90,100,4.38,ID,1715484618
488,mahavelona,-17.6848,49.5087,21.99,85,89,2.98,MG,1715485065
489,lubango,-14.9172,13.4925,11.92,71,0,1.54,AO,1715485065
490,remire-montjoly,4.9167,-52.2667,25.02,100,100,0.51,GF,1715485065
491,saint-denis,48.9167,2.3333,15.88,71,0,2.57,FR,1715484925
492,fomboni,-12.28,43.7425,27.65,74,92,6.93,KM,1715485065
493,tibati,6.4667,12.6333,20.47,94,89,0.99,CM,1715485065
494,kruisfontein,-34.0033,24.7314,9.79,73,2,3.37,ZA,1715484598
495,revda,56.801,59.9303,7.84,80,100,7.22,RU,1715485066
496,machico,32.7,-16.7667,19.35,74,40,7.72,PT,1715485067
497,forest grove,45.5198,-123.1107,26.95,38,0,4.12,US,1715485067
498,egilsstadir,65.2653,-14.3948,4.95,93,75,2.06,IS,1715484638
499,kokoda,-8.8785,147.7407,26.79,96,95,1.06,PG,1715485067
500,ornskoldsvik,63.2909,18.7153,7.53,65,100,1.54,SE,1715485067
501,holualoa,19.6228,-155.9522,25.91,81,40,4.63,US,1715484658
502,hailar,49.2,119.7,13.34,22,12,8.2,CN,1715485032
503,kibaya,-5.3,36.5667,13.13,94,54,1.29,TZ,1715485068
504,peterhead,57.5058,-1.7981,9.69,91,100,7.05,GB,1715485069
505,ulsteinvik,62.3432,5.8487,15.5,79,100,2.77,NO,1715484593
506,smithers,54.7804,-127.1743,14.18,38,20,2.57,CA,1715484626
507,villa constitucion,-33.2278,-60.3297,13.26,78,100,2.79,AR,1715485069
508,newman,37.3138,-121.0208,29.13,52,0,0.45,US,1715484582
509,kalmunai,7.4167,81.8167,28.56,80,100,2.18,LK,1715484664
510,abalak,58.1286,68.5944,8.53,48,100,6.15,RU,1715485070
511,mancora,-4.1078,-81.0475,24.93,70,96,2.54,PE,1715485070
512,kavaratti,10.5669,72.642,29.92,70,48,5.6,IN,1715484645
513,berezovyy,51.6667,135.7,4.32,87,100,3.18,RU,1715485070
514,shagonar,51.5333,92.8,17.53,53,100,1.4,RU,1715484579
515,pinczow,50.5205,20.5265,6.03,76,29,2.38,PL,1715485070
516,vorgashor,67.5833,63.95,-9.0,99,97,2.17,RU,1715484595
517,ha dong,20.9725,105.7772,30.01,62,85,1.84,VN,1715484822
518,miracema do tocantins,-9.5618,-48.3967,22.14,53,0,1.44,BR,1715485071
519,severo-yeniseyskiy,60.3725,93.0408,2.54,92,53,4.02,RU,1715484597
520,flying fish cove,-10.4217,105.6791,28.82,83,100,5.14,CX,1715484589
521,yinzhu,35.8786,119.9753,22.28,31,0,2.27,CN,1715485071
522,menongue,-14.6585,17.691,12.52,55,0,1.63,AO,1715485071
523,luderitz,-26.6481,15.1594,12.69,76,0,6.48,NA,1715484671
524,topeka,39.0483,-95.678,20.88,62,0,0.0,US,1715485072
525,castillos,-34.1667,-53.8333,14.78,70,100,4.19,UY,1715484614
526,rundu,-17.9333,19.7667,12.7,40,0,1.72,NA,1715485072
527,antonio enes,-16.2325,39.9086,24.25,84,34,2.36,MZ,1715485072
528,mollendo,-17.0231,-72.0147,17.9,89,57,4.17,PE,1715485072
529,tres palos,18.1833,-101.6167,23.65,56,97,1.61,MX,1715485073
530,argostolion,38.1811,20.489,17.08,41,25,1.75,GR,1715485073
531,nova vicosa,-17.8919,-39.3719,24.08,88,19,2.98,BR,1715485073
532,san juanito,28.0,-107.5833,12.71,29,73,2.71,MX,1715485073
533,coyhaique,-45.5752,-72.0662,-1.03,93,0,0.0,CL,1715484973
534,pokhara,28.2333,83.9833,22.98,74,83,0.74,NP,1715484969
535,tondano,1.3038,124.9112,28.05,77,97,0.3,ID,1715484877
536,lloydminster,53.2835,-110.0016,13.12,24,20,2.57,CA,1715485074
537,kerikeri,-35.2268,173.9474,14.86,60,51,1.64,NZ,1715485074
538,agara,42.0376,43.8238,13.1,91,90,1.08,GE,1715485074
539,kaifeng,34.7911,114.3483,29.14,11,1,2.75,CN,1715484779
540,port saint john's,-31.6229,29.5448,18.57,67,100,3.53,ZA,1715485074
541,el granada,37.5027,-122.4694,20.59,80,100,6.69,US,1715484610
542,namsos,64.4662,11.4957,9.03,94,100,1.83,NO,1715485075
543,aconibe,1.2968,10.9369,21.27,99,100,1.01,GQ,1715485075
544,bambanglipuro,-7.95,110.2833,29.56,72,44,5.04,ID,1715485075
545,aquiraz,-3.9014,-38.3911,27.05,86,40,3.09,BR,1715485075
546,pariaman,-0.619,100.12,29.03,85,100,1.35,ID,1715484660
547,nguruka,-5.1092,31.0419,18.54,85,90,1.04,TZ,1715485075
548,mar del plata,-38.0023,-57.5575,11.72,68,75,5.66,AR,1715484598
549,mccomb,31.2438,-90.4531,19.45,82,75,0.0,US,1715485076
550,carloforte,39.145,8.3058,16.32,69,0,2.7,IT,1715485076
551,pandan,14.0453,124.1694,30.83,69,88,3.47,PH,1715485076
552,neelankarai,12.9455,80.2575,32.83,75,40,3.6,IN,1715485076
553,serres,41.0856,23.5497,9.81,84,7,1.18,GR,1715485077
554,petawawa,45.9001,-77.3328,9.32,90,100,1.8,CA,1715485077
555,buka,40.8108,69.1986,19.77,51,100,1.64,UZ,1715485077
556,lijiang,26.8688,100.2207,21.7,32,41,2.39,CN,1715484984
557,nyurba,63.2842,118.3319,4.6,52,100,4.93,RU,1715484669
558,tomatlan,19.9333,-105.25,21.52,92,4,0.13,MX,1715485077
559,durban,-29.8579,31.0292,18.51,86,100,4.28,ZA,1715484838
560,mil'kovo,55.6078,37.7956,4.68,75,29,4.21,RU,1715485078
561,salmon arm,50.6998,-119.3024,22.62,37,31,1.03,CA,1715485078
562,uray,60.1247,64.7758,3.26,92,100,4.02,RU,1715485078
563,zhoushan,30.0108,122.2047,13.98,88,100,10.39,CN,1715485078
564,pastos bons,-6.6017,-44.0767,21.77,75,97,0.55,BR,1715485078
565,sukuta,13.4103,-16.7082,24.01,88,0,2.06,GM,1715485078
566,petrolina,-9.3986,-40.5008,25.03,83,75,4.12,BR,1715485060
567,alvares machado,-22.0794,-51.4719,22.77,60,0,1.54,BR,1715485079
568,nelson bay,-32.7167,152.15,21.11,84,79,0.45,AU,1715484577
569,bambari,5.768,20.6757,27.18,55,80,1.21,CF,1715485079
